"ID","First.name","Surname","Playing.for","Jumper.No.","Round","Date","Kicks","Handballs","Disposals","Marks","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Venue","Attendance","Home.team","Away.team","Home.score","Away.score","Season"
13018,"Kallan","Dawson","North Melbourne",42,"13","2024-06-08",5,3,8,1,0,0,0,4,3,0,2,0,1,0,0,3,3,0,0,3,0,0,"Perth Stadium",43276,"West Coast","North Melbourne",65,74,2024
13144,"Wil","Dawson","North Melbourne",18,"13","2024-06-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Perth Stadium",43276,"West Coast","North Melbourne",65,74,2024
12520,"Zac","Fisher","North Melbourne",16,"13","2024-06-08",26,10,36,6,0,0,0,0,11,3,1,3,2,1,0,7,19,0,0,1,2,0,"Perth Stadium",43276,"West Coast","North Melbourne",65,74,2024
12922,"Eddie","Ford","North Melbourne",40,"13","2024-06-08",4,5,9,2,0,1,0,5,0,0,0,1,0,1,0,7,2,0,1,0,0,2,"Perth Stadium",43276,"West Coast","North Melbourne",65,74,2024
12563,"Nick","Larkey","North Melbourne",20,"13","2024-06-08",12,3,15,6,5,0,0,4,0,3,0,1,1,0,2,4,10,1,2,1,0,0,"Perth Stadium",43276,"West Coast","North Melbourne",65,74,2024
12246,"Luke","McDonald","North Melbourne",11,"13","2024-06-08",7,3,10,4,0,0,0,3,2,5,0,0,0,0,0,6,3,2,0,9,0,1,"Perth Stadium",43276,"West Coast","North Melbourne",65,74,2024
13108,"Toby","Pink","North Melbourne",32,"13","2024-06-08",6,3,9,3,0,0,2,1,1,2,1,1,0,0,0,4,5,1,1,3,0,0,"Perth Stadium",43276,"West Coast","North Melbourne",65,74,2024
12866,"Tom","Powell","North Melbourne",24,"13","2024-06-08",12,6,18,4,0,0,0,4,1,2,3,2,0,2,0,5,11,0,0,0,0,0,"Perth Stadium",43276,"West Coast","North Melbourne",65,74,2024
12701,"Bailey","Scott","North Melbourne",8,"13","2024-06-08",8,8,16,2,0,1,0,6,5,1,4,1,2,0,0,8,9,0,0,2,0,0,"Perth Stadium",43276,"West Coast","North Melbourne",65,74,2024
13034,"Harry","Sheezel","North Melbourne",3,"13","2024-06-08",14,16,30,4,1,0,0,5,3,3,2,3,1,3,0,12,16,0,0,0,0,4,"Perth Stadium",43276,"West Coast","North Melbourne",65,74,2024
11760,"Liam","Shiels","North Melbourne",14,"13","2024-06-08",6,8,14,3,0,0,0,3,0,0,1,4,0,2,0,9,6,1,0,2,2,0,"Perth Stadium",43276,"West Coast","North Melbourne",65,74,2024
12502,"Jy","Simpkin","North Melbourne",12,"13","2024-06-08",18,10,28,5,2,0,0,7,2,7,5,3,3,0,1,12,15,1,1,0,1,0,"Perth Stadium",43276,"West Coast","North Melbourne",65,74,2024
12587,"Jaidyn","Stephenson","North Melbourne",2,"13","2024-06-08",10,4,14,3,1,0,0,1,1,3,0,5,0,2,0,4,10,0,0,0,0,0,"Perth Stadium",43276,"West Coast","North Melbourne",65,74,2024
12722,"Curtis","Taylor","North Melbourne",5,"13","2024-06-08",6,1,7,1,0,0,0,4,4,0,1,1,1,0,0,2,6,0,0,0,0,0,"Perth Stadium",43276,"West Coast","North Melbourne",65,74,2024
12426,"Darcy","Tucker","North Melbourne",13,"13","2024-06-08",16,5,21,5,0,0,0,2,4,1,2,4,1,3,0,4,15,0,2,3,0,0,"Perth Stadium",43276,"West Coast","North Melbourne",65,74,2024
13064,"George","Wardlaw","North Melbourne",6,"13","2024-06-08",11,10,21,3,0,0,0,7,1,3,10,2,4,0,0,15,7,0,0,2,1,0,"Perth Stadium",43276,"West Coast","North Melbourne",65,74,2024
12788,"Tristan","Xerri","North Melbourne",38,"13","2024-06-08",10,9,19,4,0,0,32,10,3,3,9,6,6,3,0,14,6,0,0,3,0,1,"Perth Stadium",43276,"West Coast","North Melbourne",65,74,2024
12557,"Cameron","Zurhaar","North Melbourne",44,"13","2024-06-08",9,5,14,3,1,2,0,3,0,0,1,3,2,1,0,6,8,1,1,2,0,0,"Perth Stadium",43276,"West Coast","North Melbourne",65,74,2024
12558,"Josh","Battle","St Kilda",26,"13","2024-06-08",12,6,18,7,0,0,0,3,5,0,0,3,0,0,0,4,14,2,0,5,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12483,"Riley","Bonner","St Kilda",36,"13","2024-06-08",8,4,12,2,0,1,0,1,3,0,0,4,0,2,0,3,10,0,0,0,3,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12490,"Dan","Butler","St Kilda",16,"13","2024-06-08",7,4,11,2,3,1,0,4,0,3,1,5,2,2,0,4,7,0,1,0,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
13035,"Anthony","Caminiti","St Kilda",47,"13","2024-06-08",4,8,12,6,0,0,1,3,0,0,0,2,0,2,0,5,7,4,1,1,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12591,"Hunter","Clark","St Kilda",11,"13","2024-06-08",13,5,18,0,0,0,0,6,0,5,4,0,2,0,0,10,9,0,0,0,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12582,"Paddy","Dow","St Kilda",15,"13","2024-06-08",10,10,20,4,0,0,0,3,1,7,3,0,1,0,0,9,11,0,1,0,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12831,"Liam","Henry","St Kilda",23,"13","2024-06-08",6,9,15,3,0,1,0,1,0,3,2,2,0,2,0,3,12,0,1,1,1,1,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12609,"Jack","Higgins","St Kilda",1,"13","2024-06-08",10,7,17,4,2,1,0,4,0,2,0,2,0,0,0,10,10,0,4,5,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12060,"Bradley","Hill","St Kilda",8,"13","2024-06-08",9,6,15,5,0,0,0,2,0,5,0,2,0,1,0,3,13,0,0,2,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12420,"Dougal","Howard","St Kilda",20,"13","2024-06-08",1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12773,"Max","King","St Kilda",12,"13","2024-06-08",9,1,10,5,2,1,0,1,0,4,0,4,2,4,0,3,9,1,2,0,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12564,"Rowan","Marshall","St Kilda",19,"13","2024-06-08",13,6,19,5,0,0,24,4,1,3,7,3,1,0,3,13,6,2,0,2,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12300,"Tim","Membrey","St Kilda",28,"13","2024-06-08",3,6,9,2,0,0,0,3,0,2,0,4,0,1,0,4,6,0,0,0,0,1,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12948,"Mitch","Owens","St Kilda",10,"13","2024-06-08",9,5,14,3,0,1,0,6,1,4,4,4,3,1,0,8,6,1,0,2,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12132,"Sebastian","Ross","St Kilda",6,"13","2024-06-08",8,0,8,4,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,1,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12325,"Jack","Sinclair","St Kilda",35,"13","2024-06-08",25,6,31,7,0,1,0,2,7,4,2,3,0,0,1,7,21,0,0,4,2,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12368,"Jack","Steele","St Kilda",9,"13","2024-06-08",8,12,20,2,0,0,0,8,3,2,6,3,1,1,0,12,9,0,0,1,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12950,"Nasiah","Wanganeen-Milera","St Kilda",7,"13","2024-06-08",20,8,28,5,0,1,0,1,4,3,1,4,0,1,0,9,16,1,0,2,0,1,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12188,"Jimmy","Webster","St Kilda",29,"13","2024-06-08",7,6,13,2,0,0,0,1,1,0,0,0,1,0,0,5,9,0,0,3,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12703,"Callum","Wilkie","St Kilda",44,"13","2024-06-08",4,6,10,4,0,0,0,0,3,0,0,0,1,0,0,5,6,0,0,9,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
13110,"Darcy","Wilson","St Kilda",22,"13","2024-06-08",6,4,10,2,0,0,0,1,1,5,0,4,1,1,0,3,7,0,0,1,2,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12967,"Marcus","Windhager","St Kilda",2,"13","2024-06-08",9,6,15,3,0,0,0,5,3,2,4,3,0,1,0,8,9,0,0,3,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12312,"Mason","Wood","St Kilda",32,"13","2024-06-08",13,8,21,4,0,0,0,1,1,2,1,4,0,0,0,6,17,0,1,3,0,1,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12498,"Ben","Ainsworth","Gold Coast",9,"13","2024-06-08",8,1,9,7,1,1,0,1,0,1,0,1,0,0,0,0,9,0,2,0,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12767,"Noah","Anderson","Gold Coast",15,"13","2024-06-08",16,13,29,7,0,0,0,2,3,3,4,5,1,2,0,10,18,0,0,0,0,1,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
13019,"Mac","Andrew","Gold Coast",31,"13","2024-06-08",11,7,18,6,0,0,0,0,5,1,0,5,1,2,0,6,12,1,0,5,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12625,"Charlie","Ballard","Gold Coast",10,"13","2024-06-08",13,10,23,10,0,0,0,1,0,1,0,3,0,1,0,6,17,0,0,4,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12780,"Tom","Berry","Gold Coast",16,"13","2024-06-08",7,6,13,3,0,0,0,1,2,2,2,2,0,0,0,5,7,0,0,1,0,2,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
13119,"Sam","Clohesy","Gold Coast",33,"13","2024-06-08",9,4,13,4,0,0,0,2,2,2,0,3,0,0,0,3,9,0,0,1,2,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12444,"Sam","Collins","Gold Coast",25,"13","2024-06-08",13,5,18,12,0,0,0,6,3,1,1,0,3,0,0,5,13,1,0,11,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12481,"Brayden","Fiorini","Gold Coast",8,"13","2024-06-08",7,9,16,6,0,0,0,1,2,3,0,2,0,0,0,2,14,0,0,1,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12824,"Sam","Flanders","Gold Coast",3,"13","2024-06-08",30,12,42,13,0,0,0,2,8,2,1,3,2,0,2,9,25,0,0,0,2,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
13120,"Will","Graham","Gold Coast",26,"13","2024-06-08",7,3,10,3,0,0,0,3,0,3,1,2,3,1,0,6,6,0,0,2,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12307,"Nick","Holman","Gold Coast",7,"13","2024-06-08",4,6,10,4,0,0,0,5,0,2,1,2,0,2,0,3,7,1,0,0,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
13049,"Bailey","Humphrey","Gold Coast",19,"13","2024-06-08",1,2,3,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,1,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12933,"Joel","Jeffrey","Gold Coast",40,"13","2024-06-08",21,8,29,12,0,0,0,2,4,8,1,2,0,1,0,4,25,0,1,0,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12728,"Ben","King","Gold Coast",34,"13","2024-06-08",6,1,7,6,2,0,0,0,0,0,0,1,0,0,0,2,5,2,3,1,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12521,"Ben","Long","Gold Coast",22,"13","2024-06-08",8,2,10,2,1,0,0,4,0,1,2,2,3,0,0,7,4,0,1,2,0,2,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12704,"Jack","Lukosius","Gold Coast",13,"13","2024-06-08",9,2,11,6,0,2,0,2,1,1,0,0,0,0,0,4,7,2,1,3,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12331,"Touk","Miller","Gold Coast",11,"13","2024-06-08",7,7,14,1,1,0,0,2,1,1,4,5,1,2,0,8,6,0,0,1,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
13050,"Ned","Moyle","Gold Coast",49,"13","2024-06-08",5,4,9,3,0,0,32,3,0,2,4,2,1,1,0,8,1,3,0,3,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12768,"Matt","Rowell","Gold Coast",18,"13","2024-06-08",5,14,19,1,1,0,0,7,2,2,2,4,1,2,0,11,8,0,0,0,2,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12080,"Alex","Sexton","Gold Coast",6,"13","2024-06-08",22,7,29,16,0,0,0,1,4,4,0,3,1,1,0,3,26,0,0,0,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
11919,"David","Swallow","Gold Coast",24,"13","2024-06-08",5,4,9,2,1,0,0,2,2,0,2,3,1,0,0,5,4,0,1,1,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
13041,"Bodhi","Uwland","Gold Coast",32,"13","2024-06-08",18,5,23,13,0,0,0,5,10,1,0,0,1,0,0,4,20,1,0,4,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
13114,"Jed","Walter","Gold Coast",17,"13","2024-06-08",1,4,5,0,0,0,2,3,0,2,0,1,0,0,0,2,3,0,0,4,0,0,"Docklands",17992,"St Kilda","Gold Coast",51,48,2024
12066,"Taylor","Adams","Sydney",3,"13","2024-06-09",13,10,23,4,0,0,0,3,2,3,3,2,2,1,0,9,14,0,0,0,0,1,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12844,"Joel","Amartey","Sydney",36,"13","2024-06-09",8,1,9,7,3,2,0,1,0,2,0,3,0,3,0,4,6,2,5,2,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12699,"Nick","Blakey","Sydney",22,"13","2024-06-09",12,4,16,6,0,0,0,1,6,1,2,1,0,0,0,9,7,1,0,4,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12863,"Braeden","Campbell","Sydney",16,"13","2024-06-09",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12015,"Harry","Cunningham","Sydney",7,"13","2024-06-09",4,5,9,3,0,0,0,0,0,0,1,4,0,1,0,2,8,0,0,3,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12497,"Oliver","Florent","Sydney",13,"13","2024-06-09",13,6,19,7,0,0,0,0,3,1,0,7,0,2,0,4,13,1,0,2,1,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12217,"Brodie","Grundy","Sydney",4,"13","2024-06-09",7,17,24,2,0,0,34,2,3,3,3,6,3,1,0,21,5,2,0,3,1,1,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12862,"Errol","Gulden","Sydney",21,"13","2024-06-09",25,12,37,8,1,1,0,5,3,7,5,3,1,0,2,10,26,0,1,2,0,3,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12509,"Will","Hayward","Sydney",9,"13","2024-06-09",6,8,14,2,1,0,0,4,0,0,0,2,0,0,0,10,5,1,0,2,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12326,"Isaac","Heeney","Sydney",5,"13","2024-06-09",14,12,26,2,2,2,0,5,0,4,5,3,2,0,0,12,11,2,1,1,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12860,"James","Jordon","Sydney",17,"13","2024-06-09",5,10,15,3,1,2,0,2,0,1,0,1,1,0,0,7,7,1,2,0,0,2,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12268,"Jake","Lloyd","Sydney",44,"13","2024-06-09",14,7,21,6,1,0,0,1,5,4,1,2,1,0,0,6,13,0,0,1,1,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12627,"Tom","McCartin","Sydney",30,"13","2024-06-09",6,4,10,4,0,0,0,0,2,1,0,0,1,0,0,3,7,0,0,9,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12861,"Logan","McDonald","Sydney",6,"13","2024-06-09",6,5,11,3,0,1,0,3,1,4,0,0,0,0,0,3,7,1,1,3,0,1,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12711,"Justin","McInerney","Sydney",27,"13","2024-06-09",11,13,24,5,1,1,0,3,0,2,5,2,2,1,0,11,14,0,1,0,2,2,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12745,"Hayden","McLean","Sydney",2,"13","2024-06-09",3,5,8,1,0,0,6,2,1,1,1,3,0,1,0,6,1,1,0,3,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12526,"Lewis","Melican","Sydney",43,"13","2024-06-09",7,0,7,3,0,0,0,0,2,0,1,2,0,1,0,3,5,2,0,4,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12412,"Tom","Papley","Sydney",11,"13","2024-06-09",12,3,15,6,4,1,0,3,0,4,2,2,1,1,3,5,11,1,4,0,0,1,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12140,"Dane","Rampe","Sydney",24,"13","2024-06-09",10,3,13,7,0,0,0,2,6,1,0,2,1,0,0,1,11,0,0,2,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12994,"Matt","Roberts","Sydney",34,"13","2024-06-09",9,1,10,5,0,0,0,2,0,2,3,1,0,0,0,3,7,0,0,4,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12714,"James","Rowbottom","Sydney",8,"13","2024-06-09",11,8,19,2,0,1,0,10,2,4,7,4,1,0,0,9,10,0,1,2,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12797,"Chad","Warner","Sydney",1,"13","2024-06-09",19,7,26,5,2,0,0,1,1,8,4,6,1,1,0,6,21,0,0,0,3,1,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12818,"Sam","Wicks","Sydney",15,"13","2024-06-09",7,10,17,5,0,0,0,1,0,3,0,2,0,1,0,9,9,1,0,0,1,1,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12690,"Tom","Atkins","Geelong",30,"13","2024-06-09",11,9,20,4,0,0,0,7,2,5,3,6,1,5,0,13,10,0,0,1,0,2,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12153,"Mark","Blicavs","Geelong",46,"13","2024-06-09",6,3,9,6,0,0,3,1,1,2,0,5,0,2,0,4,5,2,1,1,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12499,"Jack","Bowes","Geelong",12,"13","2024-06-09",8,6,14,2,2,1,0,4,0,3,3,6,0,2,0,8,8,0,2,1,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12871,"Tanner","Bruhn","Geelong",4,"13","2024-06-09",8,5,13,1,0,0,0,0,1,5,5,4,1,1,0,9,4,0,0,0,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12017,"Jeremy","Cameron","Geelong",5,"13","2024-06-09",11,10,21,8,2,0,0,1,0,1,0,1,0,0,0,6,15,1,2,3,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
13062,"Jhye","Clark","Geelong",13,"13","2024-06-09",10,6,16,1,0,0,0,4,0,3,1,1,0,0,0,6,9,0,0,0,0,1,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12806,"Brad","Close","Geelong",45,"13","2024-06-09",3,6,9,2,1,0,0,4,0,2,1,2,1,1,0,3,8,0,1,1,0,2,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12891,"Sam","De Koning","Geelong",16,"13","2024-06-09",2,8,10,3,0,0,0,0,2,1,0,3,0,0,0,2,8,0,0,6,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12974,"Oliver","Dempsey","Geelong",28,"13","2024-06-09",9,5,14,4,0,0,0,2,1,3,0,3,0,1,0,4,9,1,0,1,1,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
11798,"Mitch","Duncan","Geelong",22,"13","2024-06-09",16,3,19,6,0,1,0,0,6,0,0,4,1,0,0,3,12,0,1,3,1,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12551,"Zach","Guthrie","Geelong",39,"13","2024-06-09",10,3,13,3,0,0,0,3,5,1,0,2,0,1,0,4,7,0,0,0,1,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
11548,"Tom","Hawkins","Geelong",26,"13","2024-06-09",7,3,10,5,1,2,5,3,0,2,0,4,0,0,0,6,6,3,3,2,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12607,"Jack","Henry","Geelong",38,"13","2024-06-09",9,3,12,7,0,0,0,1,3,0,0,2,2,0,0,6,6,1,0,3,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12881,"Max","Holmes","Geelong",9,"13","2024-06-09",11,12,23,6,1,1,0,3,6,2,6,3,1,0,1,10,13,0,0,1,3,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12370,"Jake","Kolodjashnij","Geelong",8,"13","2024-06-09",10,9,19,7,0,0,0,2,1,3,1,2,0,0,0,7,12,3,0,1,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12689,"Gryan","Miers","Geelong",32,"13","2024-06-09",11,5,16,6,1,1,0,2,1,3,0,2,0,2,0,6,10,0,2,0,0,1,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
13066,"Oisin","Mullin","Geelong",34,"13","2024-06-09",8,7,15,3,0,0,0,2,3,0,1,1,1,0,0,9,6,0,0,1,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12992,"Shannon","Neale","Geelong",33,"13","2024-06-09",2,1,3,0,1,0,3,2,0,0,1,1,1,0,0,3,1,0,0,2,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12531,"Mark","OConnor","Geelong",42,"13","2024-06-09",12,4,16,9,0,0,0,2,0,5,3,2,2,0,0,8,9,2,0,4,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
11842,"Gary","Rohan","Geelong",23,"13","2024-06-09",3,0,3,1,0,0,0,2,0,1,0,2,0,0,0,2,1,1,1,0,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
11847,"Rhys","Stanley","Geelong",1,"13","2024-06-09",5,3,8,3,0,0,20,3,1,1,3,3,1,1,0,5,3,1,0,4,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12552,"Tyson","Stengle","Geelong",18,"13","2024-06-09",8,4,12,2,3,1,0,2,0,4,1,2,2,1,0,7,5,1,1,1,0,1,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12505,"Tom","Stewart","Geelong",44,"13","2024-06-09",15,5,20,5,0,0,0,2,6,2,1,2,0,0,0,4,12,0,0,2,0,0,"S.C.G.",44714,"Sydney","Geelong",112,82,2024
12755,"Jye","Caldwell","Essendon",6,"13","2024-06-09",7,15,22,4,0,2,0,8,0,5,2,1,0,1,0,7,15,0,0,0,0,0,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
12852,"Nik","Cox","Essendon",13,"13","2024-06-09",8,4,12,3,1,1,0,3,3,2,0,2,0,0,0,4,9,1,2,2,0,0,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
12925,"Sam","Durham","Essendon",22,"13","2024-06-09",12,9,21,6,1,0,0,6,3,2,1,3,1,2,0,5,16,0,0,2,0,0,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
11686,"Todd","Goldstein","Essendon",17,"13","2024-06-09",9,10,19,0,0,0,35,4,0,6,9,4,5,3,0,11,6,0,0,2,0,0,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
12415,"Jade","Gresham","Essendon",11,"13","2024-06-09",5,13,18,0,1,0,0,6,0,4,1,5,1,1,0,5,13,0,0,1,2,0,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
12612,"Matt","Guelfi","Essendon",35,"13","2024-06-09",5,10,15,4,2,1,0,5,0,2,2,0,3,0,0,5,11,0,2,1,0,1,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
11896,"Dyson","Heppell","Essendon",21,"13","2024-06-09",4,8,12,2,0,0,0,3,0,2,1,3,1,1,0,6,6,0,0,2,0,0,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
12734,"Nick","Hind","Essendon",19,"13","2024-06-09",9,6,15,2,0,0,0,4,1,5,0,4,1,2,0,6,10,0,0,0,0,1,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
12853,"Harry","Jones","Essendon",23,"13","2024-06-09",5,1,6,3,1,0,0,0,0,0,0,0,1,0,0,4,2,2,1,1,0,0,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
12335,"Jake","Kelly","Essendon",29,"13","2024-06-09",5,4,9,3,0,0,0,4,2,0,0,2,0,1,0,3,9,0,0,3,0,0,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
12349,"Kyle","Langford","Essendon",4,"13","2024-06-09",9,4,13,6,0,2,0,0,0,5,0,2,1,0,0,6,7,2,3,0,0,2,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
12377,"Jayden","Laverde","Essendon",15,"13","2024-06-09",11,8,19,5,0,0,0,1,4,2,0,2,1,0,0,4,16,0,0,7,0,0,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
12945,"Nic","Martin","Essendon",37,"13","2024-06-09",17,9,26,8,2,2,0,4,2,4,1,9,0,1,1,5,18,0,2,4,0,0,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
12491,"Andrew","McGrath","Essendon",1,"13","2024-06-09",10,8,18,3,0,0,0,3,2,4,1,1,0,0,0,4,11,1,0,2,1,0,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
12580,"Ben","McKay","Essendon",32,"13","2024-06-09",4,2,6,4,0,0,0,0,1,0,0,2,0,1,0,1,5,0,0,3,0,0,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
13017,"Jye","Menzie","Essendon",47,"13","2024-06-09",11,9,20,9,0,1,0,2,1,2,0,0,0,0,0,4,15,1,1,1,1,0,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
12241,"Zach","Merrett","Essendon",7,"13","2024-06-09",10,11,21,1,0,0,0,11,0,2,6,3,4,1,0,14,7,0,0,4,0,0,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
12879,"Archie","Perkins","Essendon",16,"13","2024-06-09",14,7,21,3,0,1,0,5,1,8,3,3,1,1,0,5,13,0,1,1,1,0,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
12631,"Jordan","Ridley","Essendon",14,"13","2024-06-09",15,7,22,9,0,0,0,1,2,0,0,0,1,0,0,5,15,0,0,8,0,0,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
12567,"Will","Setterfield","Essendon",12,"13","2024-06-09",14,5,19,4,0,1,0,5,4,1,2,1,1,0,0,5,16,0,0,2,0,1,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
12167,"Jake","Stringer","Essendon",25,"13","2024-06-09",10,4,14,3,1,0,0,4,0,4,0,0,1,0,0,5,10,0,1,0,0,2,"M.C.G.",88510,"Essendon","Carlton",70,96,2024
